League,Game,StartDate,StartTime,Player,BetLabel,SportsLine_Projection,DK_Line,Outcome1_Label,Outcome1_Odds,Outcome2_Label,Outcome2_Odds,Line2ProjDiff,Outcome1_ImpliedProbability,Outcome2_ImpliedProbability,Bet_Juice,NBA_Stat,BetSuggestion,BetResult,W/L,BetGrade
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,James Harden,Assists + Rebounds,18.1,19.5,Over,-130,Under,-105,1.3999999999999986,56,51.0,7.0,16.0,Under,Under,W,D
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Day'Ron Sharpe,Points + Assists,12.5,14.5,Over,-120,Under,-110,2.0,55,52.0,7.0,5.0,Under,Under,W,D
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Day'Ron Sharpe,Assists + Rebounds,9.4,9.5,Over,-110,Under,-125,0.09999999999999964,52,56.0,8.0,7.0,Under,Under,W,F
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Day'Ron Sharpe,Points + Rebounds,21.299999999999997,21.5,Over,-110,Under,-115,0.20000000000000284,52,53.0,5.0,10.0,Under,Under,W,F
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Kessler Edwards,Points + Assists,8.6,13.5,Over,-125,Under,-110,4.9,56,52.0,8.0,9.0,Under,Under,W,B
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Kessler Edwards,Points + Rebounds,11.6,17.5,Over,-115,Under,-115,5.9,53,53.0,6.0,11.0,Under,Under,W,B
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Kessler Edwards,Assists + Rebounds,5.199999999999999,7.5,Over,-120,Under,-115,2.3000000000000007,55,53.0,8.0,2.0,Under,Under,W,C
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Darius Bazley,Points + Assists,9.7,10.5,Over,+100,Under,-135,0.8000000000000007,50,57.0,7.0,16.0,Under,Over,L,F
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Darius Bazley,Assists + Rebounds,6.9,6.5,Over,-130,Under,-105,0.40000000000000036,56,51.0,7.0,5.0,Over,Under,L,F
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Darius Bazley,Points + Rebounds,14.399999999999999,14.5,Over,-145,Under,+105,0.10000000000000142,59,49.0,8.0,21.0,Under,Over,L,F
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Tre Mann,Points + Assists,5.5,9.5,Over,-105,Under,-130,4.0,51,56.0,7.0,11.0,Under,Over,L,C
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Tre Mann,Assists + Rebounds,2.2,3.5,Over,+110,Under,-150,1.2999999999999998,48,60.0,8.0,12.0,Under,Over,L,D
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Tre Mann,Points + Rebounds,6.5,10.5,Over,-115,Under,-115,4.0,53,53.0,6.0,15.0,Under,Over,L,C
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Mike Muscala,Points + Rebounds,6.800000000000001,10.5,Over,-110,Under,-125,3.6999999999999993,52,56.0,8.0,14.0,Under,Over,L,C
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Mike Muscala,Assists + Rebounds,2.6,3.5,Over,-130,Under,-105,0.8999999999999999,56,51.0,7.0,0.0,Under,Under,W,F
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Mike Muscala,Points + Assists,5.2,7.5,Over,-120,Under,-110,2.3,55,52.0,7.0,14.0,Under,Over,L,C
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Bruce Brown,Points + Assists,10.2,11.5,Over,-125,Under,-110,1.3000000000000007,56,52.0,8.0,11.0,Under,Under,W,D
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Bruce Brown,Assists + Rebounds,7.9,7.5,Over,-130,Under,-105,0.40000000000000036,56,51.0,7.0,9.0,Over,Over,W,F
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Bruce Brown,Points + Rebounds,14.1,15.5,Over,-115,Under,-120,1.4000000000000004,53,55.0,8.0,18.0,Under,Over,L,D
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Blake Griffin,Points + Rebounds,12.2,12.5,Over,-125,Under,-110,0.3000000000000007,56,52.0,8.0,8.0,Under,Under,W,F
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Blake Griffin,Assists + Rebounds,6.199999999999999,6.5,Over,-105,Under,-125,0.3000000000000007,51,56.0,7.0,5.0,Under,Under,W,F
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Blake Griffin,Points + Assists,9.8,10.5,Over,-115,Under,-120,0.6999999999999993,53,55.0,8.0,5.0,Under,Under,W,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Ben McLemore,Assists + Rebounds,4.800000000000001,4.5,Over,+115,Under,-155,0.3000000000000007,47,61.0,8.0,5.0,Over,Over,W,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Ben McLemore,Points + Assists,19.700000000000003,18.5,Over,-110,Under,-125,1.2000000000000028,52,56.0,8.0,22.0,Over,Over,W,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Ben McLemore,Points + Rebounds,21.3,19.5,Over,-120,Under,-110,1.8000000000000007,55,52.0,7.0,19.0,Over,Under,L,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Robert Covington,Points + Assists,13.600000000000001,12.5,Over,-110,Under,-125,1.1000000000000014,52,56.0,8.0,10.0,Over,Under,L,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Robert Covington,Assists + Rebounds,8.1,7.5,Over,-110,Under,-120,0.5999999999999996,52,55.0,7.0,7.0,Over,Under,L,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Robert Covington,Points + Rebounds,18.1,16.5,Over,-115,Under,-115,1.6000000000000014,53,53.0,6.0,17.0,Over,Over,W,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Jusuf Nurkic,Points + Rebounds,28.7,26.5,Over,-125,Under,-105,2.1999999999999993,56,51.0,7.0,18.0,Over,Under,L,C
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Jusuf Nurkic,Points + Assists,22.7,20.5,Over,-125,Under,-110,2.1999999999999993,56,52.0,8.0,16.0,Over,Under,L,C
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Jusuf Nurkic,Assists + Rebounds,14.399999999999999,13.5,Over,-105,Under,-125,0.8999999999999986,51,56.0,7.0,14.0,Over,Over,W,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Dennis Smith Jr.,Assists + Rebounds,9.600000000000001,11.5,Over,-115,Under,-120,1.8999999999999986,53,55.0,8.0,10.0,Under,Under,W,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Dennis Smith Jr.,Points + Assists,18.8,21.5,Over,-120,Under,-110,2.6999999999999993,55,52.0,7.0,25.0,Under,Over,L,C
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Dennis Smith Jr.,Points + Rebounds,15.600000000000001,18.5,Over,-130,Under,-105,2.8999999999999986,56,51.0,7.0,19.0,Under,Over,L,C
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Nassir Little,Assists + Rebounds,7.5,7.5,Over,-155,Under,+115,0.0,61,47.0,8.0,6.0,Push,Under,L,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Nassir Little,Points + Rebounds,17.8,19.5,Over,-125,Under,-110,1.6999999999999993,56,52.0,8.0,18.0,Under,Under,W,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Nassir Little,Points + Assists,13.9,15.5,Over,-110,Under,-125,1.5999999999999996,52,56.0,8.0,16.0,Under,Over,L,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Nikola Jokic,Points + Rebounds,39.3,38.5,Over,-105,Under,-130,0.7999999999999972,51,56.0,7.0,28.0,Over,Under,L,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Nikola Jokic,Points + Assists,34.2,32.5,Over,-115,Under,-115,1.7000000000000028,53,53.0,6.0,27.0,Over,Under,L,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Nikola Jokic,Assists + Rebounds,20.5,20.5,Over,-115,Under,-120,0.0,53,55.0,8.0,15.0,Push,Under,L,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Monte Morris,Assists + Rebounds,6.3,6.5,Over,-135,Under,+100,0.20000000000000018,57,50.0,7.0,3.0,Under,Under,W,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Monte Morris,Points + Assists,15.600000000000001,16.5,Over,-115,Under,-115,0.8999999999999986,53,53.0,6.0,11.0,Under,Under,W,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Monte Morris,Points + Rebounds,14.3,15.5,Over,+100,Under,-135,1.1999999999999993,50,57.0,7.0,10.0,Under,Under,W,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Will Barton,Assists + Rebounds,8.1,8.5,Over,-105,Under,-130,0.40000000000000036,51,56.0,7.0,6.0,Under,Under,W,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Will Barton,Points + Rebounds,18.4,19.5,Over,-110,Under,-125,1.1000000000000014,52,56.0,8.0,25.0,Under,Over,L,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Will Barton,Points + Assists,16.9,19.5,Over,-105,Under,-130,2.6000000000000014,51,56.0,7.0,23.0,Under,Over,L,C
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Aaron Gordon,Assists + Rebounds,8.7,7.5,Over,-125,Under,-110,1.1999999999999993,56,52.0,8.0,12.0,Over,Over,W,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Aaron Gordon,Points + Assists,16.5,15.5,Over,-125,Under,-110,1.0,56,52.0,8.0,9.0,Over,Under,L,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Aaron Gordon,Points + Rebounds,20.0,19.5,Over,-105,Under,-125,0.5,51,56.0,7.0,13.0,Over,Under,L,F
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Facundo Campazzo,Points + Assists,11.6,10.5,Over,-135,Under,+100,1.0999999999999996,57,50.0,7.0,30.0,Over,Over,W,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Facundo Campazzo,Points + Rebounds,9.8,8.5,Over,-120,Under,-110,1.3000000000000007,55,52.0,7.0,18.0,Over,Over,W,D
NBA,POR Trail Blazers @ DEN Nuggets,"Thu, Jan 13",10:00 PM,Facundo Campazzo,Assists + Rebounds,6.8,7.5,Over,+105,Under,-140,0.7000000000000002,49,58.0,7.0,12.0,Under,Over,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Gary Harris,Points + Rebounds,13.0,16.5,Over,-110,Under,-125,3.5,52,56.0,52.0,20.0,Under,Over,L,C
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Gary Harris,Points + Assists,12.1,15.5,Over,-120,Under,-115,3.4000000000000004,55,53.0,55.0,20.0,Under,Over,L,C
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Gary Harris,Assists + Rebounds,4.3,4.5,Over,-135,Under,+100,0.20000000000000018,57,50.0,57.0,4.0,Under,Under,W,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Franz Wagner,Assists + Rebounds,7.8,8.5,Over,-115,Under,-120,0.7000000000000002,53,55.0,53.0,13.0,Under,Over,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Franz Wagner,Points + Assists,18.3,19.5,Over,-125,Under,-105,1.1999999999999993,56,51.0,56.0,26.0,Under,Over,L,D
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Franz Wagner,Points + Rebounds,20.7,22.5,Over,-120,Under,-115,1.8000000000000007,55,53.0,55.0,25.0,Under,Over,L,D
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Terry Rozier,Points + Rebounds,21.9,24.5,Over,-120,Under,-115,2.6000000000000014,55,53.0,55.0,27.0,Under,Over,L,C
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Terry Rozier,Points + Assists,20.8,24.5,Over,-110,Under,-120,3.6999999999999993,52,55.0,52.0,25.0,Under,Over,L,C
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Terry Rozier,Assists + Rebounds,8.3,7.5,Over,-145,Under,+110,0.8000000000000007,59,48.0,59.0,14.0,Over,Over,W,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Miles Bridges,Points + Rebounds,27.1,27.5,Over,+100,Under,-135,0.3999999999999986,50,57.0,50.0,23.0,Under,Under,W,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Miles Bridges,Assists + Rebounds,10.8,10.5,Over,-135,Under,+100,0.3000000000000007,57,50.0,57.0,6.0,Over,Under,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Miles Bridges,Points + Assists,23.099999999999998,23.5,Over,-110,Under,-125,0.40000000000000213,52,56.0,52.0,23.0,Under,Under,W,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,LaMelo Ball,Points + Rebounds,27.6,26.5,Over,-120,Under,-110,1.1000000000000014,55,52.0,55.0,27.0,Over,Over,W,D
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,LaMelo Ball,Points + Assists,27.799999999999997,27.5,Over,-120,Under,-115,0.29999999999999716,55,53.0,55.0,31.0,Over,Over,W,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,LaMelo Ball,Assists + Rebounds,15.0,14.5,Over,-105,Under,-130,0.5,51,56.0,51.0,12.0,Over,Under,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Mason Plumlee,Assists + Rebounds,9.3,9.5,Over,-105,Under,-125,0.1999999999999993,51,56.0,51.0,12.0,Under,Over,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Mason Plumlee,Points + Assists,9.0,9.5,Over,-125,Under,-110,0.5,56,52.0,56.0,12.0,Under,Over,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Mason Plumlee,Points + Rebounds,13.100000000000001,13.5,Over,-120,Under,-110,0.3999999999999986,55,52.0,55.0,20.0,Under,Over,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Gordon Hayward,Points + Assists,20.2,21.5,Over,-115,Under,-115,1.3000000000000007,53,53.0,53.0,21.0,Under,Under,W,D
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Gordon Hayward,Assists + Rebounds,9.0,8.5,Over,-115,Under,-120,0.5,53,55.0,53.0,6.0,Over,Under,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Gordon Hayward,Points + Rebounds,21.599999999999998,23.5,Over,-110,Under,-125,1.9000000000000021,52,56.0,52.0,21.0,Under,Under,W,D
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Cole Anthony,Points + Rebounds,21.8,25.5,Over,-125,Under,-110,3.6999999999999993,56,52.0,56.0,14.0,Under,Under,W,C
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Cole Anthony,Points + Assists,20.6,25.5,Over,-110,Under,-125,4.899999999999999,52,56.0,52.0,16.0,Under,Under,W,B
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Cole Anthony,Assists + Rebounds,11.2,12.5,Over,-115,Under,-115,1.3000000000000007,53,53.0,53.0,14.0,Under,Over,L,D
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Chuma Okeke,Points + Assists,10.0,11.5,Over,-125,Under,-110,1.5,56,52.0,56.0,6.0,Under,Under,W,D
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Chuma Okeke,Points + Rebounds,13.1,15.5,Over,-125,Under,-110,2.4000000000000004,56,52.0,56.0,16.0,Under,Over,L,C
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Chuma Okeke,Assists + Rebounds,6.7,7.5,Over,-120,Under,-115,0.7999999999999998,55,53.0,55.0,10.0,Under,Over,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Cody Martin,Points + Assists,9.7,11.5,Over,-130,Under,-105,1.8000000000000007,56,51.0,56.0,6.0,Under,Under,W,D
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Cody Martin,Assists + Rebounds,6.699999999999999,7.5,Over,+105,Under,-145,0.8000000000000007,49,59.0,49.0,9.0,Under,Over,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Cody Martin,Points + Rebounds,11.6,13.5,Over,-110,Under,-125,1.9000000000000004,52,56.0,52.0,11.0,Under,Under,W,D
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Jalen McDaniels,Assists + Rebounds,4.0,4.5,Over,-125,Under,-105,0.5,56,51.0,56.0,5.0,Under,Over,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Jalen McDaniels,Points + Rebounds,8.6,9.5,Over,-125,Under,-110,0.9000000000000004,56,52.0,56.0,12.0,Under,Over,L,F
NBA,ORL Magic @ CHA Hornets,"Fri, Jan 14",07:10 PM,Jalen McDaniels,Points + Assists,6.4,7.5,Over,-110,Under,-125,1.0999999999999996,52,56.0,52.0,7.0,Under,Under,W,D
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Fred VanVleet,Assists + Rebounds,11.0,11.5,Over,-125,Under,-110,0.5,56,52.0,56.0,15.0,Under,Over,L,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Fred VanVleet,Points + Rebounds,24.0,27.5,Over,-120,Under,-115,3.5,55,53.0,55.0,29.0,Under,Over,L,C
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Fred VanVleet,Points + Assists,26.4,30.5,Over,-115,Under,-115,4.100000000000001,53,53.0,53.0,34.0,Under,Over,L,B
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Pascal Siakam,Points + Assists,22.9,28.5,Over,-110,Under,-125,5.600000000000001,52,56.0,52.0,27.0,Under,Under,W,B
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Pascal Siakam,Assists + Rebounds,11.8,13.5,Over,-120,Under,-115,1.6999999999999993,55,53.0,55.0,15.0,Under,Over,L,D
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Pascal Siakam,Points + Rebounds,26.7,31.5,Over,-110,Under,-120,4.800000000000001,52,55.0,52.0,34.0,Under,Over,L,B
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,OG Anunoby,Assists + Rebounds,7.5,7.5,Over,+115,Under,-155,0.0,47,61.0,47.0,5.0,Push,Under,L,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,OG Anunoby,Points + Assists,20.0,20.5,Over,-120,Under,-110,0.5,55,52.0,55.0,18.0,Under,Under,W,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,OG Anunoby,Points + Rebounds,22.9,23.5,Over,-105,Under,-130,0.6000000000000014,51,56.0,51.0,19.0,Under,Under,W,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Cade Cunningham,Points + Rebounds,22.5,22.5,Over,-110,Under,-125,0.0,52,56.0,52.0,25.0,Push,Over,L,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Cade Cunningham,Points + Assists,22.099999999999998,22.5,Over,-120,Under,-110,0.40000000000000213,55,52.0,55.0,23.0,Under,Over,L,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Cade Cunningham,Assists + Rebounds,10.8,10.5,Over,-130,Under,-105,0.3000000000000007,56,51.0,56.0,12.0,Over,Over,W,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Saddiq Bey,Assists + Rebounds,7.8,8.5,Over,-105,Under,-125,0.7000000000000002,51,56.0,51.0,6.0,Under,Under,W,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Saddiq Bey,Points + Assists,17.7,20.5,Over,-125,Under,-105,2.8000000000000007,56,51.0,56.0,17.0,Under,Under,W,C
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Saddiq Bey,Points + Rebounds,21.5,24.5,Over,-115,Under,-120,3.0,53,55.0,53.0,19.0,Under,Under,W,C
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Isaiah Stewart,Assists + Rebounds,9.7,8.5,Over,-125,Under,-110,1.1999999999999993,56,52.0,56.0,2.0,Over,Under,L,D
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Isaiah Stewart,Points + Assists,10.5,9.5,Over,-115,Under,-120,1.0,53,55.0,53.0,2.0,Over,Under,L,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Isaiah Stewart,Points + Rebounds,18.2,16.5,Over,-110,Under,-125,1.6999999999999993,52,56.0,52.0,2.0,Over,Under,L,D
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Killian Hayes,Assists + Rebounds,6.3,5.5,Over,-140,Under,+105,0.7999999999999998,58,49.0,58.0,11.0,Over,Over,W,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Killian Hayes,Points + Assists,10.2,9.5,Over,-130,Under,-105,0.6999999999999993,56,51.0,56.0,10.0,Over,Over,W,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Killian Hayes,Points + Rebounds,9.5,8.5,Over,-130,Under,-105,1.0,56,51.0,56.0,11.0,Over,Over,W,F
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Hamidou Diallo,Points + Assists,12.1,14.5,Over,-120,Under,-110,2.4000000000000004,55,52.0,55.0,18.0,Under,Over,L,C
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Hamidou Diallo,Assists + Rebounds,6.199999999999999,7.5,Over,-110,Under,-125,1.3000000000000007,52,56.0,52.0,6.0,Under,Under,W,D
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Hamidou Diallo,Points + Rebounds,15.5,18.5,Over,-120,Under,-115,3.0,55,53.0,55.0,24.0,Under,Over,L,C
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Trey Lyles,Assists + Rebounds,4.3,6.5,Over,-115,Under,-120,2.2,53,55.0,53.0,8.0,Under,Over,L,C
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Trey Lyles,Points + Assists,7.0,11.5,Over,-125,Under,-105,4.5,56,51.0,56.0,22.0,Under,Over,L,B
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Trey Lyles,Points + Rebounds,9.7,15.5,Over,-115,Under,-115,5.800000000000001,53,53.0,53.0,28.0,Under,Over,L,B
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Josh Jackson,Points + Rebounds,10.5,13.5,Over,-110,Under,-125,3.0,52,56.0,52.0,17.0,Under,Over,L,C
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Josh Jackson,Points + Assists,8.9,11.5,Over,-110,Under,-125,2.5999999999999996,52,56.0,52.0,14.0,Under,Over,L,C
NBA,TOR Raptors @ DET Pistons,"Fri, Jan 14",07:10 PM,Josh Jackson,Assists + Rebounds,4.0,4.5,Over,-150,Under,+110,0.5,60,48.0,60.0,5.0,Under,Over,L,F
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Myles Turner,Assists + Rebounds,7.699999999999999,7.5,Over,-150,Under,+110,0.1999999999999993,60,48.0,60.0,7.0,Over,Under,L,F
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Myles Turner,Points + Rebounds,18.5,19.5,Over,-115,Under,-120,1.0,53,55.0,53.0,12.0,Under,Under,W,F
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Myles Turner,Points + Assists,13.0,13.5,Over,-115,Under,-120,0.5,53,55.0,53.0,5.0,Under,Under,W,F
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Caris LeVert,Points + Rebounds,19.9,22.5,Over,-110,Under,-125,2.6000000000000014,52,56.0,52.0,25.0,Under,Over,L,C
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Caris LeVert,Assists + Rebounds,7.6,7.5,Over,-130,Under,-105,0.09999999999999964,56,51.0,56.0,14.0,Over,Over,W,F
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Caris LeVert,Points + Assists,20.7,22.5,Over,-110,Under,-125,1.8000000000000007,52,56.0,52.0,29.0,Under,Over,L,D
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Domantas Sabonis,Points + Assists,24.7,25.5,Over,-115,Under,-120,0.8000000000000007,53,55.0,53.0,20.0,Under,Under,W,F
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Domantas Sabonis,Points + Rebounds,31.599999999999998,32.5,Over,-115,Under,-120,0.9000000000000021,53,55.0,53.0,28.0,Under,Under,W,F
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Domantas Sabonis,Assists + Rebounds,17.5,18.5,Over,+100,Under,-135,1.0,50,57.0,50.0,20.0,Under,Over,L,F
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Justin Holiday,Assists + Rebounds,4.6,4.5,Over,+110,Under,-150,0.09999999999999964,48,60.0,48.0,6.0,Over,Over,W,F
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Justin Holiday,Points + Rebounds,12.4,13.5,Over,-110,Under,-125,1.0999999999999996,52,56.0,52.0,27.0,Under,Over,L,D
NBA,PHO Suns @ IND Pacers,"Fri, Jan 14",07:10 PM,Justin Holiday,Points + Assists,10.8,11.5,Over,-125,Under,-105,0.6999999999999993,56,51.0,56.0,29.0,Under,Over,L,F
