nfl_week,player,team,prop,bovada_line,over_odds,implied_over_probability,under_odds,implied_under_probability,fp_projection,difference,pct_difference,direction,bet_score,bet_grade,actual_stat_line,correct
7,Aaron Rodgers,GB,Total Passing Yards,267.5,-130,0.57,EVEN,0.5,263.1,4.4,1.67,Under,9.134,C+,429,FALSE
7,Aaron Rodgers,GB,Total Passing Yards,267.5,-130,0.57,EVEN,0.5,263.1,4.4,1.67,Under,9.134,C+,429,FALSE
7,Aaron Rodgers,GB,Total Passing Yards,267.5,-130,0.57,EVEN,0.5,263.1,4.4,1.67,Under,9.134,C+,429,FALSE
7,Derek Carr,OAK,Total Passing Yards,232.5,-125,0.56,-105,0.51,234,1.5,0.64,Over,3.128,D+,293,TRUE
7,Derek Carr,OAK,Total Passing Yards,232.5,-125,0.56,-105,0.51,234,1.5,0.64,Over,3.128,D+,293,TRUE
7,Derek Carr,OAK,Total Passing Yards,232.5,-125,0.56,-105,0.51,234,1.5,0.64,Over,3.128,D+,293,TRUE
7,Tarik Cohen,CHI,Total Receiving Yards,27.5,-115,0.53,-115,0.53,31.6,4.1,12.97,Over,8.127,C+,19,FALSE
7,Tarik Cohen,CHI,Total Receiving Yards,27.5,-115,0.53,-115,0.53,31.6,4.1,12.97,Over,8.127,C+,19,FALSE
7,Latavius Murray,NO,Total Receptions,2.5,-105,0.51,-125,0.56,2.6,0.1,3.85,Over,2.05,D,5,TRUE
7,Latavius Murray,NO,Total Receptions,2.5,-105,0.51,-125,0.56,2.6,0.1,3.85,Over,2.05,D,5,TRUE
7,Teddy Bridgewater,NO,Total Passing Yards,216.5,-110,0.52,-120,0.55,208.9,7.6,3.64,Under,15.928,B+,281,FALSE
7,Teddy Bridgewater,NO,Total Passing Yards,216.5,-110,0.52,-120,0.55,208.9,7.6,3.64,Under,15.928,B+,281,FALSE
7,Miles Sanders,PHI,Total Receiving Yards,29.5,-110,0.52,-120,0.55,27.1,2.4,8.86,Under,5.201,C,11,TRUE
7,Dak Prescott,DAL,Total Passing Yards,289.5,-115,0.53,-115,0.53,276.6,12.9,4.66,Under,26.732,A,239,TRUE
7,Derek Carr,OAK,Total Passing Yards,232.5,-125,0.56,-105,0.51,234,1.5,0.64,Over,3.128,D+,293,TRUE
7,Marquise Goodwin,SF,Total Receiving Yards,37.5,-110,0.52,-120,0.55,48.4,10.9,22.52,Over,17.4195,B+,0,FALSE
7,Matt Breida,SF,Total Receiving Yards,16.5,-115,0.53,-115,0.53,19.4,2.9,14.95,Over,4.44,D+,1,FALSE
7,Paul Richardson,WAS,Total Receiving Yards,31.5,115,0.47,-150,0.6,37.1,5.6,15.09,Over,10.1815,B,0,FALSE
7,Terry McLaurin,WAS,Total Receiving Yards,67.5,115,0.47,-150,0.6,65.9,1.6,2.43,Under,3.215,D+,11,TRUE
7,Tevin Coleman,SF,Total Receiving Yards,13.5,-105,0.51,-125,0.56,17.9,4.4,24.58,Over,7.116,C+,-1,FALSE
7,Case Keenum,WAS,Total Passing Yards,203.5,115,0.47,-150,0.6,206,2.5,1.21,Over,5.242,C,77,FALSE
7,Jimmy Garoppolo,SF,Total Passing Yards,251.5,-105,0.51,-125,0.56,245.1,6.4,2.61,Under,13.322,B,151,TRUE
7,David Johnson,ARI,Total Receiving Yards,45.5,-125,0.56,-105,0.51,51.2,5.7,11.13,Over,8.883,C+,0,FALSE
7,David Johnson,ARI,Total Receiving Yards,45.5,-125,0.56,-105,0.51,51.2,5.7,11.13,Over,8.883,C+,0,FALSE
7,Evan Engram,NYG,Total Receiving Yards,68.5,-130,0.57,EVEN,0.5,69,0.5,0.72,Over,0.985,F,6,FALSE
7,Golden Tate,NYG,Total Receiving Yards,57.5,-115,0.53,-115,0.53,65.9,8.4,12.75,Over,16.875,B+,80,TRUE
7,Larry Fitzgerald,ARI,Total Receiving Yards,66.5,-115,0.53,-115,0.53,73.8,7.3,9.89,Over,14.07,B,12,FALSE
7,Saquon Barkley,NYG,Total Receiving Yards,35.5,-110,0.52,-120,0.55,37.8,2.3,6.08,Over,4.1405,D+,8,FALSE
7,Saquon Barkley,NYG,Total Receiving Yards,35.5,-110,0.52,-120,0.55,37.8,2.3,6.08,Over,4.1405,D+,8,FALSE
7,Saquon Barkley,NYG,Total Receiving Yards,35.5,-110,0.52,-120,0.55,37.8,2.3,6.08,Over,4.1405,D+,8,FALSE
7,Daniel Jones,NYG,Total Passing Yards,245.5,-125,0.56,-105,0.51,260.4,14.9,5.72,Over,30.944,A+,223,FALSE
7,Daniel Jones,NYG,Total Passing Yards,245.5,-125,0.56,-105,0.51,260.4,14.9,5.72,Over,30.944,A+,223,FALSE
7,Daniel Jones,NYG,Total Passing Yards,245.5,-125,0.56,-105,0.51,260.4,14.9,5.72,Over,30.944,A+,223,FALSE
7,Kyler Murray,ARI,Total Passing Yards,265.5,-125,0.56,-105,0.51,279.4,13.9,4.97,Over,28.794,A,104,FALSE
7,Kyler Murray,ARI,Total Passing Yards,265.5,-125,0.56,-105,0.51,279.4,13.9,4.97,Over,28.794,A,104,FALSE
7,Kyler Murray,ARI,Total Passing Yards,265.5,-125,0.56,-105,0.51,279.4,13.9,4.97,Over,28.794,A,104,FALSE
7,Kyler Murray,ARI,Total Passing Yards,265.5,-125,0.56,-105,0.51,279.4,13.9,4.97,Over,28.794,A,104,FALSE
7,Adam Thielen,MIN,Total Receiving Yards,71.5,-115,0.53,-115,0.53,76.6,5.1,6.66,Over,9.705,C+,25,FALSE
7,Dalvin Cook,MIN,Total Receiving Yards,32.5,-135,0.57,105,0.49,34.7,2.2,6.34,Over,4.144,D+,7,FALSE
7,Dalvin Cook,MIN,Total Receiving Yards,32.5,-135,0.57,105,0.49,34.7,2.2,6.34,Over,4.144,D+,7,FALSE
7,Danny Amendola,DET,Total Receiving Yards,27.5,105,0.49,-135,0.57,32.3,4.8,14.86,Over,9.401,C+,105,TRUE
7,Kenny Golladay,DET,Total Receiving Yards,68.5,-120,0.55,-110,0.52,73.7,5.2,7.06,Over,10.03,B,21,FALSE
7,Kerryon Johnson,DET,Total Receiving Yards,17.5,-110,0.52,-120,0.55,22.4,4.9,21.88,Over,6.826,C,0,FALSE
7,Kerryon Johnson,DET,Total Receiving Yards,17.5,-110,0.52,-120,0.55,22.4,4.9,21.88,Over,6.826,C,0,FALSE
7,Kyle Rudolph,MIN,Total Receiving Yards,18.5,-115,0.53,-115,0.53,18.4,0.1,0.54,Under,0.158,F,58,FALSE
7,Stefon Diggs,MIN,Total Receiving Yards,64.5,-110,0.52,-120,0.55,69.4,4.9,7.06,Over,9.655,C+,142,TRUE
7,T.J. Hockenson,DET,Total Receiving Yards,31.5,-120,0.55,-110,0.52,37.6,6.1,16.22,Over,11.0145,B,32,TRUE
7,Kirk Cousins,MIN,Total Passing Yards,249.5,-125,0.56,-105,0.51,248.7,0.8,0.32,Under,1.664,D,337,FALSE
7,Kirk Cousins,MIN,Total Passing Yards,249.5,-125,0.56,-105,0.51,248.7,0.8,0.32,Under,1.664,D,337,FALSE
7,Kirk Cousins,MIN,Total Passing Yards,249.5,-125,0.56,-105,0.51,248.7,0.8,0.32,Under,1.664,D,337,FALSE
7,Matthew Stafford,DET,Total Passing Yards,255.5,105,0.49,-135,0.57,242.6,12.9,5.32,Under,26.864,A,364,FALSE
7,Matthew Stafford,DET,Total Passing Yards,255.5,105,0.49,-135,0.57,242.6,12.9,5.32,Under,26.864,A,364,FALSE
7,Matthew Stafford,DET,Total Passing Yards,255.5,105,0.49,-135,0.57,242.6,12.9,5.32,Under,26.864,A,364,FALSE
7,Darren Fells,HOU,Total Receiving Yards,25.5,-110,0.52,-120,0.55,29.5,4,13.56,Over,8.246,C+,27,TRUE
7,DeAndre Hopkins,HOU,Total Receiving Yards,80.5,-115,0.53,-115,0.53,83,2.5,3.01,Over,4.63,D+,106,TRUE
7,Duke Johnson,HOU,Total Receiving Yards,20.5,-115,0.53,-115,0.53,25,4.5,18,Over,5.85,C,22,TRUE
7,Duke Johnson,HOU,Total Receiving Yards,20.5,-115,0.53,-115,0.53,25,4.5,18,Over,5.85,C,22,TRUE
7,Eric Ebron,IND,Total Receiving Yards,27.5,-105,0.51,-125,0.56,36.4,8.9,24.45,Over,16.345,B+,70,TRUE
7,George Kittle,SF,Total Receiving Yards,69.5,-115,0.53,-115,0.53,70.3,0.8,1.14,Over,1.57,D,38,FALSE
7,Jeremy Sprinkle,WAS,Total Receiving Yards,21.5,-105,0.51,-125,0.56,23.8,2.3,9.66,Over,3.082,D+,13,FALSE
7,Case Keenum,WAS,Total Passing Yards,203.5,115,0.47,-150,0.6,206,2.5,1.21,Over,5.242,C,77,FALSE
7,Jimmy Garoppolo,SF,Total Passing Yards,251.5,-105,0.51,-125,0.56,245.1,6.4,2.61,Under,13.322,B,151,TRUE
7,Jimmy Garoppolo,SF,Total Passing Yards,251.5,-105,0.51,-125,0.56,245.1,6.4,2.61,Under,13.322,B,151,TRUE
7,David Johnson,ARI,Total Receiving Yards,45.5,-125,0.56,-105,0.51,51.2,5.7,11.13,Over,8.883,C+,0,FALSE
7,Daniel Jones,NYG,Total Passing Yards,245.5,-125,0.56,-105,0.51,260.4,14.9,5.72,Over,30.944,A+,223,FALSE
7,T.Y. Hilton,IND,Total Receiving Yards,69.5,-130,0.57,EVEN,0.5,78.9,9.4,11.91,Over,17.705,B+,74,TRUE
7,Will Fuller,HOU,Total Receiving Yards,65.5,-110,0.52,-120,0.55,66.5,1,1.5,Over,2,D,6,FALSE
7,Deshaun Watson,HOU,Total Passing Yards,285.5,-105,0.51,-125,0.56,271.5,14,5.16,Under,29.032,A,308,FALSE
7,Jacoby Brissett,IND,Total Passing Yards,235.5,-115,0.53,-115,0.53,229.9,5.6,2.44,Under,11.688,B,326,FALSE
7,Marlon Mack,IND,Total Rushing Yards,74.5,-115,0.53,-115,0.53,73.7,0.8,1.09,Under,1.545,D,44,TRUE
7,Austin Hooper,ATL,Total Receiving Yards,60.5,-115,0.53,-115,0.53,62,1.5,2.42,Over,3.085,D+,46,FALSE
7,Brandin Cooks,LA,Total Receiving Yards,65.5,-115,0.53,-115,0.53,69,3.5,5.07,Over,6.91,C,NaN,None
7,Calvin Ridley,ATL,Total Receiving Yards,55.5,-115,0.53,-115,0.53,59.3,3.8,6.41,Over,7.955,C+,30,FALSE
7,Cooper Kupp,LA,Total Receiving Yards,80.5,-130,0.57,EVEN,0.5,80.2,0.3,0.37,Under,0.56,F,NaN,None
7,Devonta Freeman,ATL,Total Receiving Yards,27.5,-110,0.52,-120,0.55,31.1,3.6,11.58,Over,7.203,C+,6,FALSE
7,Gerald Everett,LA,Total Receiving Yards,37.5,-115,0.53,-115,0.53,38.7,1.2,3.1,Over,2.135,D,NaN,None
7,Julio Jones,ATL,Total Receiving Yards,90.5,105,0.49,-135,0.57,93,2.5,2.69,Over,4.47,D+,93,TRUE
7,Mohamed Sanu,ATL,Total Receiving Yards,50.5,-115,0.53,-115,0.53,51.8,1.3,2.51,Over,2.88,D,NaN,None
7,Robert Woods,LA,Total Receiving Yards,64.5,-115,0.53,-115,0.53,70.6,6.1,8.64,Over,11.945,B,NaN,None
7,Todd Gurley,LA,Total Receiving Yards,20.5,-105,0.51,-125,0.56,22,1.5,6.82,Over,2.114,D,NaN,None
7,Todd Gurley,LA,Total Receiving Yards,20.5,-105,0.51,-125,0.56,22,1.5,6.82,Over,2.114,D,NaN,None
7,Todd Gurley,LA,Total Receiving Yards,20.5,-105,0.51,-125,0.56,22,1.5,6.82,Over,2.114,D,NaN,None
7,Tyler Higbee,LA,Total Receiving Yards,20.5,-115,0.53,-115,0.53,23.8,3.3,13.87,Over,4.424,D+,NaN,None
7,Jared Goff,LA,Total Passing Yards,295.5,-125,0.56,-105,0.51,296.3,0.8,0.27,Over,1.654,D,NaN,None
7,Jared Goff,LA,Total Passing Yards,295.5,-125,0.56,-105,0.51,296.3,0.8,0.27,Over,1.654,D,NaN,None
7,Jared Goff,LA,Total Passing Yards,295.5,-125,0.56,-105,0.51,296.3,0.8,0.27,Over,1.654,D,NaN,None
7,Matt Ryan,ATL,Total Passing Yards,315.5,-125,0.56,-105,0.51,323.4,7.9,2.44,Over,16.288,B+,159,FALSE
7,Matt Ryan,ATL,Total Passing Yards,315.5,-125,0.56,-105,0.51,323.4,7.9,2.44,Over,16.288,B+,159,FALSE
7,Matt Ryan,ATL,Total Passing Yards,315.5,-125,0.56,-105,0.51,323.4,7.9,2.44,Over,16.288,B+,159,FALSE
7,Alex Erickson,CIN,Total Receiving Yards,30.5,-110,0.52,-120,0.55,33.5,3,8.96,Over,5.761,C,137,TRUE
7,Auden Tate,CIN,Total Receiving Yards,45.5,-135,0.57,105,0.49,55.5,10,18.02,Over,15.057,B+,65,TRUE
7,Dede Westbrook,JAC,Total Receiving Yards,50.5,-130,0.57,EVEN,0.5,51,0.5,0.98,Over,1.115,D,103,TRUE
7,Joe Mixon,CIN,Total Receiving Yards,18.5,-110,0.52,-120,0.55,18.9,0.4,2.12,Over,0.624,F,2,FALSE
7,Joe Mixon,CIN,Total Receiving Yards,18.5,-110,0.52,-120,0.55,18.9,0.4,2.12,Over,0.624,F,2,FALSE
7,Joe Mixon,CIN,Total Receiving Yards,18.5,-110,0.52,-120,0.55,18.9,0.4,2.12,Over,0.624,F,2,FALSE
7,Leonard Fournette,JAC,Total Receiving Yards,30.5,-150,0.6,115,0.47,33.1,2.6,7.85,Over,5.0225,C,14,FALSE
7,Leonard Fournette,JAC,Total Receiving Yards,30.5,-150,0.6,115,0.47,33.1,2.6,7.85,Over,5.0225,C,14,FALSE
7,Leonard Fournette,JAC,Total Receiving Yards,30.5,-150,0.6,115,0.47,33.1,2.6,7.85,Over,5.0225,C,14,FALSE
7,Tyler Boyd,CIN,Total Receiving Yards,70.5,-105,0.51,-125,0.56,69.6,0.9,1.29,Under,1.77,D,55,TRUE
7,Tyler Eifert,CIN,Total Receiving Yards,20.5,-105,0.51,-125,0.56,24.2,3.7,15.29,Over,4.908,D+,10,FALSE
7,Andy Dalton,CIN,Total Passing Yards,255.5,-115,0.53,-115,0.53,240.8,14.7,6.1,Under,30.62,A+,276,FALSE
7,Andy Dalton,CIN,Total Passing Yards,255.5,-115,0.53,-115,0.53,240.8,14.7,6.1,Under,30.62,A+,276,FALSE
7,Andy Dalton,CIN,Total Passing Yards,255.5,-115,0.53,-115,0.53,240.8,14.7,6.1,Under,30.62,A+,276,FALSE
7,Cole Beasley,BUF,Total Receiving Yards,46.5,-125,0.56,-105,0.51,49.2,2.7,5.49,Over,4.284,D+,16,FALSE
7,John Brown,BUF,Total Receiving Yards,56.5,-145,0.59,110,0.48,69.2,12.7,18.35,Over,25.05,A,83,TRUE
7,Josh Allen,BUF,Total Passing Yards,223.5,-165,0.62,125,0.44,239.9,16.4,6.84,Over,34.168,A+,202,FALSE
7,Josh Allen,BUF,Total Passing Yards,223.5,-165,0.62,125,0.44,239.9,16.4,6.84,Over,34.168,A+,202,FALSE
7,Josh Allen,BUF,Total Passing Yards,223.5,-165,0.62,125,0.44,239.9,16.4,6.84,Over,34.168,A+,202,FALSE
7,Ryan Fitzpatrick,MIA,Total Passing Yards,189.5,-125,0.56,-105,0.51,220.3,30.8,13.98,Over,59.137,A+,282,TRUE
7,Ryan Fitzpatrick,MIA,Total Passing Yards,189.5,-125,0.56,-105,0.51,220.3,30.8,13.98,Over,59.137,A+,282,TRUE
7,Jack Doyle,IND,Total Receiving Yards,25.5,-110,0.52,-120,0.55,29.3,3.8,12.97,Over,7.8645,C+,21,FALSE
7,Nyheim Hines,IND,Total Receiving Yards,24.5,-115,0.53,-115,0.53,23,1.5,6.52,Under,2.054,D,13,TRUE
7,Jacoby Brissett,IND,Total Passing Yards,235.5,-115,0.53,-115,0.53,229.9,5.6,2.44,Under,11.688,B,326,FALSE
7,Jacoby Brissett,IND,Total Passing Yards,235.5,-115,0.53,-115,0.53,229.9,5.6,2.44,Under,11.688,B,326,FALSE
7,Devonta Freeman,ATL,Total Receiving Yards,27.5,-110,0.52,-120,0.55,31.1,3.6,11.58,Over,7.203,C+,6,FALSE
7,Devonta Freeman,ATL,Total Receiving Yards,27.5,-110,0.52,-120,0.55,31.1,3.6,11.58,Over,7.203,C+,6,FALSE
7,Ryan Fitzpatrick,MIA,Total Passing Yards,189.5,-125,0.56,-105,0.51,220.3,30.8,13.98,Over,59.137,A+,282,TRUE
7,A.J. Brown,TEN,Total Receiving Yards,33.5,-115,0.53,-115,0.53,40.4,6.9,17.08,Over,12.0155,B,64,TRUE
7,Adam Humphries,TEN,Total Receiving Yards,35.5,-115,0.53,-115,0.53,42,6.5,15.48,Over,11.1055,B,40,TRUE
7,Austin Ekeler,LAC,Total Receiving Yards,33.5,-105,0.51,-125,0.56,35.8,2.3,6.42,Over,4.2595,D+,118,TRUE
7,Corey Davis,TEN,Total Receiving Yards,42.5,-110,0.52,-120,0.55,47.6,5.1,10.71,Over,8.211,C+,80,TRUE
7,Delanie Walker,TEN,Total Receiving Yards,35.5,-110,0.52,-120,0.55,45.1,9.6,21.29,Over,15.8515,B+,NaN,None
7,Dion Lewis,TEN,Total Receiving Yards,16.5,-120,0.55,-110,0.52,16.7,0.2,1.2,Over,0.34,F,0,FALSE
7,Hunter Henry,LAC,Total Receiving Yards,49.5,-110,0.52,-120,0.55,51.9,2.4,4.62,Over,3.717,D+,97,TRUE
7,Keenan Allen,LAC,Total Receiving Yards,75.5,-115,0.53,-115,0.53,77.3,1.8,2.33,Over,3.415,D+,61,FALSE
7,Melvin Gordon,LAC,Total Receiving Yards,21.5,-115,0.53,-115,0.53,25.6,4.1,16.02,Over,5.254,C,-3,FALSE
7,Mike Williams,LAC,Total Receiving Yards,57.5,-115,0.53,-115,0.53,52.2,5.3,10.15,Under,11.7,B,47,TRUE
7,Philip Rivers,LAC,Total Passing Yards,271.5,-115,0.53,-115,0.53,262.3,9.2,3.51,Under,19.102,B+,329,FALSE
7,Philip Rivers,LAC,Total Passing Yards,271.5,-115,0.53,-115,0.53,262.3,9.2,3.51,Under,19.102,B+,329,FALSE
7,Ryan Tannehill,TEN,Total Passing Yards,213.5,-105,0.51,-125,0.56,222.9,9.4,4.22,Over,19.644,B+,312,TRUE
7,Ryan Tannehill,TEN,Total Passing Yards,213.5,-105,0.51,-125,0.56,222.9,9.4,4.22,Over,19.644,B+,312,TRUE
7,Ryan Tannehill,TEN,Total Passing Yards,213.5,-105,0.51,-125,0.56,222.9,9.4,4.22,Over,19.644,B+,312,TRUE
7,Derrick Henry,TEN,Total Rushing Yards,73.5,-125,0.56,-105,0.51,81.6,8.1,9.93,Over,15.09,B+,90,TRUE
7,Chris Carson,SEA,Total Receiving Yards,22.5,EVEN,0.5,-130,0.57,21,1.5,7.14,Under,2.178,D,9,TRUE
7,Chris Carson,SEA,Total Receiving Yards,22.5,EVEN,0.5,-130,0.57,21,1.5,7.14,Under,2.178,D,9,TRUE
7,Chris Carson,SEA,Total Receiving Yards,22.5,EVEN,0.5,-130,0.57,21,1.5,7.14,Under,2.178,D,9,TRUE
7,Mark Andrews,BAL,Total Receiving Yards,57.5,-115,0.53,-115,0.53,63.2,5.7,9.02,Over,11.635,B,39,FALSE
7,Tyler Lockett,SEA,Total Receiving Yards,75.5,-110,0.52,-120,0.55,75.2,0.3,0.4,Under,0.575,F,61,TRUE
7,Lamar Jackson,BAL,Total Passing Yards,228.5,-120,0.55,-110,0.52,240.9,12.4,5.15,Over,25.83,A,143,FALSE
7,Lamar Jackson,BAL,Total Passing Yards,228.5,-120,0.55,-110,0.52,240.9,12.4,5.15,Over,25.83,A,143,FALSE
7,Lamar Jackson,BAL,Total Passing Yards,228.5,-120,0.55,-110,0.52,240.9,12.4,5.15,Over,25.83,A,143,FALSE
7,Russell Wilson,SEA,Total Passing Yards,257.5,-135,0.57,105,0.49,255.7,1.8,0.7,Under,3.74,D+,241,TRUE
7,Russell Wilson,SEA,Total Passing Yards,257.5,-135,0.57,105,0.49,255.7,1.8,0.7,Under,3.74,D+,241,TRUE
7,Russell Wilson,SEA,Total Passing Yards,257.5,-135,0.57,105,0.49,255.7,1.8,0.7,Under,3.74,D+,241,TRUE
7,Gus Edwards,BAL,Total Rushing Yards,24.5,-115,0.53,-115,0.53,32.3,7.8,24.15,Over,8.73,C+,35,TRUE
7,Allen Robinson,CHI,Total Receiving Yards,64.5,-115,0.53,-115,0.53,70.5,6,8.51,Over,11.755,B,87,TRUE
7,David Montgomery,CHI,Total Receiving Yards,15.5,-120,0.55,-110,0.52,16,0.5,3.12,Over,0.874,F,13,FALSE
7,David Montgomery,CHI,Total Receiving Yards,15.5,-120,0.55,-110,0.52,16,0.5,3.12,Over,0.874,F,13,FALSE
7,David Montgomery,CHI,Total Receiving Yards,15.5,-120,0.55,-110,0.52,16,0.5,3.12,Over,0.874,F,13,FALSE
7,David Montgomery,CHI,Total Receiving Yards,15.5,-120,0.55,-110,0.52,16,0.5,3.12,Over,0.874,F,13,FALSE
7,Michael Thomas,NO,Total Receiving Yards,86.5,-110,0.52,-120,0.55,82.4,4.1,4.98,Under,7.615,C+,131,FALSE
7,Tarik Cohen,CHI,Total Receiving Yards,27.5,-115,0.53,-115,0.53,31.6,4.1,12.97,Over,8.127,C+,19,FALSE
7,Tarik Cohen,CHI,Total Receiving Yards,27.5,-115,0.53,-115,0.53,31.6,4.1,12.97,Over,8.127,C+,19,FALSE
7,Tarik Cohen,CHI,Total Receiving Yards,27.5,-115,0.53,-115,0.53,31.6,4.1,12.97,Over,8.127,C+,19,FALSE
7,Trey Burton,CHI,Total Receiving Yards,25.5,-110,0.52,-120,0.55,24.8,0.7,2.82,Under,1.5995,D,11,TRUE
7,Latavius Murray,NO,Total Receptions,2.5,-105,0.51,-125,0.56,2.6,0.1,3.85,Over,2.05,D,5,TRUE
7,Latavius Murray,NO,Total Receptions,2.5,-105,0.51,-125,0.56,2.6,0.1,3.85,Over,2.05,D,5,TRUE
7,Teddy Bridgewater,NO,Total Passing Yards,216.5,-110,0.52,-120,0.55,208.9,7.6,3.64,Under,15.928,B+,281,FALSE
7,Teddy Bridgewater,NO,Total Passing Yards,216.5,-110,0.52,-120,0.55,208.9,7.6,3.64,Under,15.928,B+,281,FALSE
7,Teddy Bridgewater,NO,Total Passing Yards,216.5,-110,0.52,-120,0.55,208.9,7.6,3.64,Under,15.928,B+,281,FALSE
7,Frank Gore,BUF,Total Receiving Yards,8.5,120,0.45,-160,0.62,12.1,3.6,29.75,Over,7.75,C+,11,TRUE
7,Josh Allen,BUF,Total Passing Yards,223.5,-165,0.62,125,0.44,239.9,16.4,6.84,Over,34.168,A+,202,FALSE
7,Austin Ekeler,LAC,Total Receiving Yards,33.5,-105,0.51,-125,0.56,35.8,2.3,6.42,Over,4.2595,D+,118,TRUE
7,Melvin Gordon,LAC,Total Receiving Yards,21.5,-115,0.53,-115,0.53,25.6,4.1,16.02,Over,5.254,C,-3,FALSE
7,Melvin Gordon,LAC,Total Receiving Yards,21.5,-115,0.53,-115,0.53,25.6,4.1,16.02,Over,5.254,C,-3,FALSE
7,Philip Rivers,LAC,Total Passing Yards,271.5,-115,0.53,-115,0.53,262.3,9.2,3.51,Under,19.102,B+,329,FALSE
7,Russell Wilson,SEA,Total Passing Yards,257.5,-135,0.57,105,0.49,255.7,1.8,0.7,Under,3.74,D+,241,TRUE
7,Dallas Goedert,PHI,Total Receiving Yards,22.5,-120,0.55,-110,0.52,28.4,5.9,20.77,Over,7.104,C+,69,TRUE
7,Ezekiel Elliott,DAL,Total Receiving Yards,27.5,-115,0.53,-115,0.53,27.7,0.2,0.72,Over,0.427,F,36,TRUE
7,Jason Witten,DAL,Total Receiving Yards,34.5,-115,0.53,-115,0.53,37.3,2.8,7.51,Over,5.0785,C,33,FALSE
7,Michael Gallup,DAL,Total Receiving Yards,71.5,-115,0.53,-115,0.53,72.6,1.1,1.52,Over,2.135,D,34,FALSE
7,Nelson Agholor,PHI,Total Receiving Yards,35.5,-115,0.53,-115,0.53,48.9,13.4,27.4,Over,21.315,A,24,FALSE
7,Randall Cobb,DAL,Total Receiving Yards,35.5,-115,0.53,-115,0.53,34.8,0.7,2.01,Under,1.316,D,29,TRUE
7,Zach Ertz,PHI,Total Receiving Yards,65.5,-115,0.53,-115,0.53,66.8,1.3,1.95,Over,2.6,D,38,FALSE
7,Carson Wentz,PHI,Total Passing Yards,269.5,-120,0.55,-110,0.52,271.6,2.1,0.77,Over,4.354,D+,191,FALSE
7,Dak Prescott,DAL,Total Passing Yards,289.5,-115,0.53,-115,0.53,276.6,12.9,4.66,Under,26.732,A,239,TRUE
7,Jordan Howard,PHI,Total Rushing Yards,52.5,-115,0.53,-115,0.53,55.7,3.2,5.75,Over,6.875,C,50,FALSE
7,Aaron Jones,GB,Total Receiving Yards,26.5,-115,0.53,-115,0.53,24.6,1.9,7.72,Under,4.3645,D+,33,FALSE
7,Aaron Jones,GB,Total Receiving Yards,26.5,-115,0.53,-115,0.53,24.6,1.9,7.72,Under,4.3645,D+,33,FALSE
7,Darren Waller,OAK,Total Receiving Yards,53.5,-135,0.57,105,0.49,62.2,8.7,13.99,Over,17.87,B+,126,TRUE
7,Hunter Renfrow,OAK,Total Receiving Yards,26.5,105,0.49,-135,0.57,34.7,8.2,23.63,Over,15.4455,B+,14,FALSE
7,Jalen Richard,OAK,Total Receiving Yards,14.5,-105,0.51,-125,0.56,17.2,2.7,15.7,Over,4.49,D+,5,FALSE
7,Jamaal Williams,GB,Total Receiving Yards,21.5,-120,0.55,-110,0.52,24.5,3,12.24,Over,3.948,D+,26,TRUE
7,Jamaal Williams,GB,Total Receiving Yards,21.5,-120,0.55,-110,0.52,24.5,3,12.24,Over,3.948,D+,26,TRUE
7,Josh Jacobs,OAK,Total Receiving Yards,14.5,-150,0.6,115,0.47,14.6,0.1,0.68,Over,0.186,F,10,FALSE
7,Aaron Rodgers,GB,Total Passing Yards,267.5,-130,0.57,EVEN,0.5,263.1,4.4,1.67,Under,9.134,C+,429,FALSE
7,Aaron Rodgers,GB,Total Passing Yards,267.5,-130,0.57,EVEN,0.5,263.1,4.4,1.67,Under,9.134,C+,429,FALSE
7,Aaron Rodgers,GB,Total Passing Yards,267.5,-130,0.57,EVEN,0.5,263.1,4.4,1.67,Under,9.134,C+,429,FALSE
7,Derek Carr,OAK,Total Passing Yards,232.5,-125,0.56,-105,0.51,234,1.5,0.64,Over,3.128,D+,293,TRUE
7,Derek Carr,OAK,Total Passing Yards,232.5,-125,0.56,-105,0.51,234,1.5,0.64,Over,3.128,D+,293,TRUE
7,Derek Carr,OAK,Total Passing Yards,232.5,-125,0.56,-105,0.51,234,1.5,0.64,Over,3.128,D+,293,TRUE
7,Derek Carr,OAK,Total Passing Yards,232.5,-125,0.56,-105,0.51,234,1.5,0.64,Over,3.128,D+,293,TRUE
7,Dante Pettis,SF,Total Receiving Yards,41.5,110,0.48,-145,0.59,44.2,2.7,6.11,Over,4.501,D+,0,FALSE
7,Dante Pettis,SF,Total Receiving Yards,41.5,110,0.48,-145,0.59,44.2,2.7,6.11,Over,4.501,D+,0,FALSE
7,George Kittle,SF,Total Receiving Yards,69.5,-115,0.53,-115,0.53,70.3,0.8,1.14,Over,1.57,D,38,FALSE
7,Jeremy Sprinkle,WAS,Total Receiving Yards,21.5,-105,0.51,-125,0.56,23.8,2.3,9.66,Over,3.082,D+,13,FALSE
7,Marquise Goodwin,SF,Total Receiving Yards,37.5,-110,0.52,-120,0.55,48.4,10.9,22.52,Over,17.4195,B+,0,FALSE
7,Matt Breida,SF,Total Receiving Yards,16.5,-115,0.53,-115,0.53,19.4,2.9,14.95,Over,4.44,D+,1,FALSE
7,Matt Breida,SF,Total Receiving Yards,16.5,-115,0.53,-115,0.53,19.4,2.9,14.95,Over,4.44,D+,1,FALSE
